user_db_id,indiv_count,field_count,asp_top_count,asp_mid_count,asp_low_count,asp_none_count,gender,institution_bin_3,institution_bin_10,career_stage,field,domain
209469,1,0,False,True,False,True,1.0,1.0,2.0,Full Professor,Medicine,STEM
209472,2,2,True,True,False,True,0.0,2.0,6.0,Associate Professor,Sociology,Non-STEM
209476,3,0,True,True,True,False,0.0,1.0,1.0,Full Professor,Mathematics,STEM
209511,0,0,False,False,True,True,0.0,,,Full Professor,Computer science,STEM
209553,3,0,True,False,True,True,1.0,1.0,2.0,Full Professor,History,STEM
209572,2,0,True,True,True,False,0.0,3.0,9.0,Full Professor,Business,Non-STEM
209583,0,0,False,True,True,True,0.0,2.0,4.0,Associate Professor,Psychology,Non-STEM
209622,4,0,True,True,True,False,0.0,,,Associate Professor,Business,Non-STEM
209694,3,1,True,True,True,False,1.0,2.0,7.0,Full Professor,Chemistry,STEM
209738,0,0,False,True,True,True,0.0,2.0,5.0,Associate Professor,Medicine,STEM
209748,1,0,True,True,True,False,0.0,3.0,9.0,Full Professor,Engineering,STEM
209815,3,0,False,True,True,True,0.0,3.0,10.0,Full Professor,Sociology,Non-STEM
209823,1,0,False,True,True,True,0.0,2.0,4.0,Full Professor,Biology,STEM
209855,3,3,True,True,False,True,0.0,2.0,7.0,Associate Professor,Physics,STEM
209866,2,0,True,True,True,False,0.0,2.0,6.0,Associate Professor,Physics,STEM
209923,3,2,True,True,False,True,0.0,2.0,5.0,Full Professor,Economics,Non-STEM
209974,2,0,False,True,True,True,0.0,3.0,9.0,Associate Professor,Engineering,STEM
210011,2,1,True,False,True,True,0.0,3.0,9.0,Associate Professor,Chemistry,STEM
210176,0,0,False,False,True,True,0.0,,,Full Professor,Computer science,STEM
210198,3,2,True,True,True,False,0.0,1.0,2.0,Full Professor,Physics,STEM
210199,3,0,False,True,False,True,0.0,1.0,3.0,Associate Professor,Mathematics,STEM
210245,2,1,True,True,True,False,1.0,2.0,5.0,Full Professor,Sociology,Non-STEM
210271,5,0,True,False,False,True,0.0,3.0,8.0,Associate Professor,Business,Non-STEM
210295,4,1,True,False,False,True,0.0,1.0,3.0,Full Professor,Psychology,Non-STEM
210301,0,0,False,True,True,True,0.0,3.0,9.0,Associate Professor,Psychology,Non-STEM
210327,2,0,True,True,False,True,1.0,2.0,6.0,Full Professor,Engineering,STEM
210336,5,0,True,True,True,False,0.0,,,Full Professor,Business,Non-STEM
210340,1,2,True,True,True,False,0.0,2.0,4.0,Full Professor,Sociology,Non-STEM
210347,3,1,False,True,True,True,0.0,2.0,4.0,Full Professor,Philosophy,Non-STEM
210349,2,1,False,True,True,True,0.0,3.0,9.0,Full Professor,Chemistry,STEM
210386,2,0,True,True,False,True,1.0,,,Assistant Professor,Psychology,Non-STEM
210428,3,3,True,False,True,True,0.0,1.0,4.0,Full Professor,Physics,STEM
210465,3,2,False,True,True,True,0.0,1.0,2.0,Associate Professor,Biology,STEM
210490,2,0,True,True,True,False,1.0,2.0,7.0,Full Professor,Mathematics,STEM
210528,3,0,False,True,True,True,0.0,,,Full Professor,Computer science,STEM
210608,4,2,True,True,True,False,1.0,1.0,3.0,Full Professor,Engineering,STEM
210686,2,2,True,True,True,False,0.0,1.0,4.0,Associate Professor,Physics,STEM
210715,3,2,True,True,True,False,0.0,3.0,9.0,Full Professor,Chemistry,STEM
210869,3,1,True,True,False,True,0.0,2.0,4.0,Associate Professor,Engineering,STEM
210896,1,0,False,True,False,True,1.0,2.0,6.0,Associate Professor,Engineering,STEM
210900,1,0,True,True,True,False,0.0,,,Full Professor,Business,Non-STEM
210907,2,1,False,True,True,True,0.0,1.0,2.0,Associate Professor,Sociology,Non-STEM
210923,0,0,False,True,True,True,0.0,3.0,9.0,Full Professor,Psychology,Non-STEM
210976,2,0,True,True,True,False,0.0,1.0,4.0,Full Professor,Computer science,STEM
210989,2,0,True,True,True,False,0.0,1.0,3.0,Full Professor,Business,Non-STEM
210999,4,3,True,True,True,False,0.0,3.0,7.0,Full Professor,Physics,STEM
211041,4,2,False,True,True,True,,1.0,1.0,Associate Professor,Biology,STEM
211066,3,1,True,True,True,False,0.0,3.0,7.0,Associate Professor,Sociology,Non-STEM
211075,2,0,False,False,True,True,1.0,1.0,3.0,Associate Professor,History,STEM
211145,1,0,True,False,False,True,0.0,2.0,6.0,Full Professor,Engineering,STEM
211149,2,0,True,True,False,True,0.0,3.0,8.0,Full Professor,Medicine,STEM
211209,3,1,True,True,True,False,0.0,2.0,6.0,Full Professor,Sociology,Non-STEM
211247,0,0,False,False,False,True,0.0,,,Assistant Professor,Mathematics,STEM
211270,0,0,False,True,False,True,0.0,,,Assistant Professor,Business,Non-STEM
211307,1,0,True,True,True,False,0.0,,,Full Professor,Business,Non-STEM
211333,3,0,True,True,True,False,1.0,,,Associate Professor,History,STEM
211339,1,0,False,True,True,True,1.0,1.0,2.0,Associate Professor,Medicine,STEM
211354,4,0,True,True,True,False,0.0,,,Full Professor,Business,Non-STEM
211399,1,0,False,False,True,True,0.0,3.0,10.0,Associate Professor,Engineering,STEM
211400,3,2,True,True,True,False,0.0,2.0,4.0,Assistant Professor,Biology,STEM
211468,1,2,True,False,False,True,1.0,1.0,2.0,Full Professor,Computer science,STEM
211505,3,3,True,True,True,False,,2.0,4.0,Full Professor,Biology,STEM
211512,2,2,True,False,True,True,1.0,3.0,7.0,Full Professor,Physics,STEM
211527,2,1,True,True,True,False,0.0,1.0,3.0,Associate Professor,Business,Non-STEM
211552,1,0,False,True,True,True,1.0,2.0,7.0,Full Professor,Psychology,Non-STEM
211563,3,0,True,True,True,False,0.0,,,Full Professor,Business,Non-STEM
211613,4,1,True,True,False,True,1.0,,,Full Professor,History,STEM
211739,3,1,False,True,True,True,0.0,3.0,8.0,Full Professor,Philosophy,Non-STEM
211765,4,2,True,True,False,True,0.0,2.0,7.0,Associate Professor,Biology,STEM
211795,4,2,True,True,False,True,0.0,2.0,5.0,Full Professor,Chemistry,STEM
211804,1,0,False,True,True,True,0.0,3.0,8.0,Full Professor,Engineering,STEM
211857,3,3,False,True,False,True,1.0,1.0,2.0,Full Professor,Sociology,Non-STEM
211863,2,1,True,False,True,True,0.0,3.0,8.0,Associate Professor,Chemistry,STEM
211871,4,0,True,True,True,False,0.0,1.0,3.0,Full Professor,Business,Non-STEM
211879,4,0,False,False,False,True,1.0,,,Full Professor,Philosophy,Non-STEM
211919,1,0,False,False,False,True,1.0,,,Assistant Professor,Business,Non-STEM
211938,0,0,False,False,True,True,0.0,3.0,9.0,Associate Professor,Economics,Non-STEM
212064,3,0,True,True,False,True,1.0,1.0,1.0,Full Professor,Psychology,Non-STEM
212096,2,0,True,True,False,True,0.0,3.0,10.0,Full Professor,Chemistry,STEM
212147,3,0,True,True,True,False,0.0,2.0,5.0,Full Professor,Psychology,Non-STEM
212180,1,0,False,True,True,True,1.0,2.0,7.0,Associate Professor,Economics,Non-STEM
212185,4,2,True,True,True,False,0.0,2.0,6.0,Full Professor,Biology,STEM
212188,3,1,False,True,True,True,0.0,2.0,4.0,Full Professor,Biology,STEM
212189,1,0,False,True,True,True,0.0,2.0,5.0,Assistant Professor,Economics,Non-STEM
212209,3,1,True,True,True,False,0.0,,,Assistant Professor,Physics,STEM
212241,3,0,False,True,False,True,0.0,3.0,8.0,Full Professor,Sociology,Non-STEM
212261,3,0,True,True,False,True,0.0,3.0,7.0,Full Professor,Psychology,Non-STEM
212307,5,0,True,True,True,False,1.0,1.0,1.0,Full Professor,Sociology,Non-STEM
212322,0,0,False,True,True,True,0.0,3.0,8.0,Associate Professor,Psychology,Non-STEM
212323,2,2,True,False,False,True,,2.0,4.0,Associate Professor,Sociology,Non-STEM
212382,3,0,True,True,True,False,0.0,1.0,3.0,Full Professor,History,STEM
212558,0,0,False,True,True,True,0.0,1.0,2.0,Full Professor,Psychology,Non-STEM
212563,0,1,False,True,True,True,0.0,2.0,7.0,Full Professor,Economics,Non-STEM
212569,3,0,False,True,True,True,0.0,2.0,4.0,Full Professor,Philosophy,Non-STEM
212649,2,1,True,True,True,False,0.0,2.0,7.0,Full Professor,Physics,STEM
212652,1,0,False,True,True,True,0.0,,,Full Professor,Business,Non-STEM
212655,3,0,True,True,True,False,0.0,2.0,6.0,Full Professor,Biology,STEM
212723,4,0,True,False,False,True,1.0,,,Full Professor,Computer science,STEM
212738,4,2,True,True,False,True,0.0,2.0,6.0,Full Professor,Biology,STEM
212770,4,1,True,True,True,False,0.0,,,Associate Professor,Business,Non-STEM
212855,4,0,True,True,True,False,0.0,3.0,9.0,Full Professor,Engineering,STEM
212857,0,0,False,True,True,True,1.0,3.0,10.0,Associate Professor,Engineering,STEM
212861,4,2,True,True,True,False,1.0,2.0,4.0,Full Professor,Biology,STEM
212866,0,0,False,False,False,True,,1.0,1.0,Full Professor,Psychology,Non-STEM
212881,1,2,False,False,True,True,0.0,2.0,6.0,Associate Professor,Physics,STEM
213033,2,0,True,True,False,True,1.0,3.0,8.0,Associate Professor,Sociology,Non-STEM
213085,2,0,False,True,False,True,1.0,2.0,6.0,Assistant Professor,Engineering,STEM
213121,1,1,True,True,True,False,1.0,2.0,5.0,Associate Professor,Sociology,Non-STEM
213137,4,1,True,False,True,True,1.0,1.0,2.0,Full Professor,Sociology,Non-STEM
213140,1,1,False,True,True,True,1.0,1.0,3.0,Full Professor,Psychology,Non-STEM
213145,3,0,True,True,True,False,0.0,1.0,4.0,Full Professor,Computer science,STEM
213174,1,0,False,True,True,True,0.0,2.0,7.0,Full Professor,Mathematics,STEM
213211,2,1,True,True,True,False,0.0,1.0,3.0,Full Professor,Chemistry,STEM
213247,1,1,True,False,False,True,0.0,3.0,8.0,Full Professor,Biology,STEM
213265,5,0,True,False,True,True,0.0,,,Full Professor,Computer science,STEM
213304,1,0,True,False,False,True,1.0,3.0,8.0,Full Professor,Philosophy,Non-STEM
213312,0,0,False,True,False,True,0.0,1.0,3.0,Associate Professor,Sociology,Non-STEM
213314,0,0,False,True,True,True,0.0,2.0,5.0,Assistant Professor,Engineering,STEM
213320,2,1,True,True,True,False,0.0,1.0,1.0,Associate Professor,Chemistry,STEM
213346,3,1,True,True,True,False,0.0,2.0,4.0,Associate Professor,Philosophy,Non-STEM
213348,5,3,True,True,True,False,0.0,1.0,2.0,Full Professor,Biology,STEM
213379,2,0,True,False,False,True,,1.0,3.0,Full Professor,Engineering,STEM
213505,1,0,False,False,False,True,0.0,,,Associate Professor,Computer science,STEM
213519,2,0,False,True,True,True,0.0,1.0,3.0,Associate Professor,Sociology,Non-STEM
213621,4,2,True,True,True,False,0.0,1.0,2.0,Full Professor,Physics,STEM
213636,1,0,False,True,False,True,0.0,1.0,2.0,Full Professor,Business,Non-STEM
213686,1,0,False,True,True,True,1.0,2.0,5.0,Assistant Professor,Biology,STEM
213709,1,0,True,True,True,False,0.0,3.0,8.0,Full Professor,Mathematics,STEM
213726,2,0,False,True,True,True,1.0,2.0,4.0,Associate Professor,Sociology,Non-STEM
213735,2,0,True,True,False,True,0.0,,,Full Professor,Business,Non-STEM
213752,2,0,False,True,True,True,0.0,3.0,8.0,Assistant Professor,Business,Non-STEM
213754,4,0,True,True,True,False,1.0,2.0,6.0,Full Professor,Business,Non-STEM
213827,1,1,False,True,True,True,0.0,2.0,6.0,Full Professor,Biology,STEM
213877,4,1,True,False,True,True,0.0,,,Associate Professor,History,STEM
213898,1,0,False,True,True,True,0.0,1.0,3.0,Associate Professor,Biology,STEM
213923,4,2,True,False,True,True,0.0,1.0,2.0,Full Professor,Philosophy,Non-STEM
213980,4,0,True,True,True,False,0.0,2.0,4.0,Full Professor,Engineering,STEM
213988,5,0,True,True,True,False,0.0,2.0,5.0,Full Professor,Engineering,STEM
214048,1,0,False,True,True,True,1.0,1.0,1.0,Associate Professor,Sociology,Non-STEM
214086,0,1,True,True,True,False,0.0,3.0,8.0,Full Professor,Biology,STEM
214087,4,2,True,True,True,False,1.0,1.0,1.0,Full Professor,Sociology,Non-STEM
214095,1,0,False,True,True,True,0.0,,,Associate Professor,Business,Non-STEM
214103,5,5,True,True,True,False,1.0,1.0,1.0,Full Professor,Medicine,STEM
214160,1,2,True,True,True,False,,3.0,7.0,Associate Professor,Chemistry,STEM
214173,3,1,True,True,True,False,0.0,1.0,1.0,Full Professor,Engineering,STEM
214174,0,0,False,True,False,True,0.0,3.0,10.0,Full Professor,Engineering,STEM
214188,5,0,True,True,True,False,0.0,1.0,2.0,Full Professor,Mathematics,STEM
214202,4,4,True,True,True,False,0.0,1.0,1.0,Full Professor,Chemistry,STEM
214226,0,0,False,True,True,True,1.0,2.0,6.0,Associate Professor,Biology,STEM
214277,0,0,False,False,False,True,1.0,3.0,8.0,Associate Professor,Mathematics,STEM
214301,3,0,True,True,False,True,1.0,,,Full Professor,Computer science,STEM
214319,1,0,False,False,True,True,0.0,2.0,4.0,Full Professor,Psychology,Non-STEM
214345,3,2,True,True,True,False,0.0,1.0,4.0,Full Professor,Philosophy,Non-STEM
214386,1,0,False,True,True,True,0.0,1.0,2.0,Full Professor,Engineering,STEM
214400,2,0,True,True,True,False,1.0,3.0,8.0,Full Professor,History,STEM
214413,1,1,False,True,True,True,0.0,1.0,3.0,Full Professor,Psychology,Non-STEM
214422,3,4,True,True,True,False,0.0,1.0,2.0,Full Professor,Sociology,Non-STEM
214479,3,1,True,True,True,False,0.0,1.0,1.0,Full Professor,Physics,STEM
214514,0,0,False,True,True,True,0.0,2.0,6.0,Associate Professor,Psychology,Non-STEM
214525,4,1,True,False,True,True,0.0,3.0,8.0,Full Professor,Biology,STEM
214544,0,0,False,False,True,True,0.0,2.0,7.0,Assistant Professor,History,STEM
214575,2,1,True,True,True,False,0.0,2.0,5.0,Associate Professor,Sociology,Non-STEM
214590,2,2,False,True,False,True,0.0,2.0,7.0,Full Professor,Physics,STEM
214610,2,2,True,True,True,False,0.0,1.0,3.0,Full Professor,Economics,Non-STEM
214777,5,0,True,True,True,False,1.0,3.0,8.0,Full Professor,Engineering,STEM
214832,0,0,False,False,True,True,0.0,2.0,5.0,Full Professor,Economics,Non-STEM
214833,2,2,True,False,False,True,1.0,1.0,1.0,Associate Professor,Sociology,Non-STEM
214851,2,2,True,True,True,False,0.0,2.0,5.0,Associate Professor,Psychology,Non-STEM
214870,3,2,True,True,True,False,0.0,1.0,3.0,Associate Professor,Biology,STEM
214918,1,0,False,True,True,True,1.0,1.0,3.0,Associate Professor,Sociology,Non-STEM
214981,4,2,True,True,False,True,1.0,1.0,3.0,Full Professor,Sociology,Non-STEM
214990,4,3,True,True,True,False,0.0,1.0,1.0,Full Professor,Biology,STEM
215040,3,1,True,False,True,True,0.0,3.0,8.0,Full Professor,Engineering,STEM
215076,1,0,True,False,False,True,0.0,2.0,7.0,Associate Professor,Psychology,Non-STEM
215114,2,1,False,False,True,True,0.0,2.0,7.0,Associate Professor,Chemistry,STEM
215202,1,0,True,True,False,True,0.0,,,Full Professor,Business,Non-STEM
215224,4,2,False,True,True,True,0.0,2.0,6.0,Full Professor,Biology,STEM
215236,2,0,False,True,False,True,0.0,2.0,7.0,Full Professor,Mathematics,STEM
215277,2,0,True,False,True,True,0.0,,,Full Professor,Computer science,STEM
215296,4,2,False,True,True,True,,2.0,6.0,Full Professor,Physics,STEM
215393,4,3,True,True,True,False,0.0,1.0,2.0,Full Professor,Biology,STEM
215394,5,2,True,True,True,False,0.0,2.0,7.0,Associate Professor,Sociology,Non-STEM
215443,2,1,True,True,True,False,0.0,1.0,1.0,Full Professor,Chemistry,STEM
215464,3,1,True,True,True,False,0.0,1.0,3.0,Full Professor,Psychology,Non-STEM
215489,0,0,False,True,True,True,0.0,,,Full Professor,Business,Non-STEM
215498,3,1,True,True,True,False,,,,Full Professor,Business,Non-STEM
215510,0,0,False,True,True,True,1.0,3.0,9.0,Associate Professor,Business,Non-STEM
215516,2,0,True,True,True,False,1.0,2.0,6.0,Full Professor,Psychology,Non-STEM
215582,1,0,False,True,True,True,0.0,3.0,8.0,Associate Professor,Mathematics,STEM
215600,4,1,True,True,True,False,0.0,1.0,3.0,Full Professor,Engineering,STEM
215603,1,0,False,True,True,True,0.0,2.0,7.0,Full Professor,Business,Non-STEM
215614,1,0,True,True,True,False,0.0,1.0,1.0,Full Professor,Engineering,STEM
215615,0,0,False,False,False,True,0.0,3.0,9.0,Associate Professor,Psychology,Non-STEM
215637,1,0,False,True,True,True,0.0,3.0,8.0,Full Professor,Biology,STEM
215638,3,3,False,True,True,True,0.0,2.0,7.0,Associate Professor,Chemistry,STEM
215666,2,0,False,True,True,True,0.0,2.0,6.0,Associate Professor,Engineering,STEM
215693,5,4,True,True,True,False,,1.0,2.0,Full Professor,Biology,STEM
215739,3,0,False,False,False,True,0.0,2.0,7.0,Full Professor,Computer science,STEM
215744,1,0,True,True,True,False,0.0,2.0,4.0,Full Professor,Psychology,Non-STEM
215831,1,0,False,True,True,True,0.0,,,Full Professor,Economics,Non-STEM
215874,1,0,True,True,True,False,0.0,3.0,8.0,Assistant Professor,Philosophy,Non-STEM
215926,2,0,True,True,True,False,0.0,3.0,7.0,Full Professor,Philosophy,Non-STEM
215930,2,0,False,True,False,True,0.0,,,Assistant Professor,Computer science,STEM
215959,1,1,False,True,False,True,0.0,1.0,1.0,Assistant Professor,Sociology,Non-STEM
215969,4,3,True,False,True,True,1.0,1.0,4.0,Full Professor,Philosophy,Non-STEM
215983,2,0,True,True,True,False,1.0,3.0,9.0,Full Professor,Biology,STEM
216017,1,1,False,True,True,True,0.0,2.0,4.0,Associate Professor,Biology,STEM
216022,2,2,True,False,False,True,0.0,,,Assistant Professor,Economics,Non-STEM
216043,3,0,True,True,True,False,1.0,1.0,4.0,Full Professor,Psychology,Non-STEM
216128,3,0,True,True,True,False,0.0,2.0,5.0,Full Professor,Philosophy,Non-STEM
216159,3,1,True,True,True,False,0.0,3.0,9.0,Full Professor,Engineering,STEM
216265,4,1,True,True,True,False,0.0,1.0,2.0,Full Professor,History,STEM
216268,4,0,True,True,False,True,0.0,1.0,4.0,Full Professor,Psychology,Non-STEM
216300,4,4,True,True,False,True,0.0,3.0,9.0,Full Professor,Physics,STEM
216314,3,2,True,True,False,True,0.0,2.0,5.0,Full Professor,Mathematics,STEM
216356,1,0,True,True,True,False,0.0,1.0,3.0,Full Professor,Psychology,Non-STEM
216397,3,2,True,True,True,False,0.0,1.0,2.0,Full Professor,Mathematics,STEM
216440,0,0,True,True,False,True,,,,Assistant Professor,Business,Non-STEM
216480,2,1,True,True,False,True,1.0,2.0,5.0,Associate Professor,Biology,STEM
216491,3,2,True,False,False,True,0.0,,,Assistant Professor,Economics,Non-STEM
216502,2,1,True,True,True,False,0.0,3.0,8.0,Associate Professor,Chemistry,STEM
216543,2,1,False,True,False,True,1.0,2.0,7.0,Associate Professor,Physics,STEM
216544,3,3,True,True,False,True,0.0,1.0,2.0,Full Professor,Economics,Non-STEM
216550,2,1,False,True,True,True,0.0,1.0,1.0,Full Professor,Chemistry,STEM
216628,0,0,False,True,True,True,0.0,3.0,10.0,Associate Professor,Biology,STEM
216656,0,0,False,False,False,True,1.0,,,Full Professor,History,STEM
216711,3,4,False,True,True,True,0.0,1.0,2.0,Full Professor,Chemistry,STEM
216712,4,3,False,True,True,True,0.0,1.0,1.0,Assistant Professor,Chemistry,STEM
216750,4,2,False,True,True,True,0.0,2.0,6.0,Full Professor,Sociology,Non-STEM
216762,2,0,False,True,False,True,0.0,1.0,1.0,Associate Professor,Mathematics,STEM
216770,3,0,False,True,True,True,,1.0,2.0,Full Professor,Engineering,STEM
216771,2,0,True,False,True,True,0.0,1.0,2.0,Full Professor,Economics,Non-STEM
216772,2,1,False,True,True,True,0.0,,,Associate Professor,Business,Non-STEM
216837,3,2,True,True,True,False,0.0,1.0,1.0,Associate Professor,Physics,STEM
216848,2,3,True,False,True,True,1.0,2.0,5.0,Full Professor,Economics,Non-STEM
216858,1,0,False,False,True,True,0.0,,,Assistant Professor,Computer science,STEM
216884,1,0,False,True,True,True,0.0,2.0,7.0,Full Professor,Biology,STEM
216888,2,0,False,True,True,True,1.0,1.0,3.0,Full Professor,Psychology,Non-STEM
216898,1,0,False,True,True,True,1.0,3.0,9.0,Full Professor,Psychology,Non-STEM
216899,3,0,True,True,True,False,0.0,,,Full Professor,Computer science,STEM
216941,3,2,True,True,True,False,0.0,2.0,4.0,Associate Professor,Psychology,Non-STEM
216953,2,1,True,True,True,False,1.0,1.0,3.0,Full Professor,Chemistry,STEM
217019,1,1,True,True,True,False,0.0,,,Full Professor,Physics,STEM
217021,3,1,True,True,True,False,1.0,2.0,4.0,Associate Professor,Sociology,Non-STEM
217058,0,0,False,False,True,True,0.0,3.0,10.0,Full Professor,Business,Non-STEM
217063,4,1,True,True,True,False,1.0,1.0,2.0,Full Professor,Psychology,Non-STEM
217072,4,1,True,False,True,True,1.0,,,Associate Professor,Business,Non-STEM
217081,2,0,False,True,False,True,1.0,1.0,3.0,Associate Professor,Philosophy,Non-STEM
217097,3,2,True,True,True,False,0.0,3.0,9.0,Associate Professor,Biology,STEM
217121,4,0,True,True,True,False,0.0,1.0,3.0,Full Professor,Mathematics,STEM
217164,4,3,True,True,False,True,0.0,1.0,4.0,Full Professor,Physics,STEM
217181,4,2,True,True,True,False,0.0,,,Full Professor,History,STEM
217209,3,1,True,False,True,True,1.0,2.0,5.0,Associate Professor,Biology,STEM
217236,3,2,True,True,True,False,0.0,2.0,6.0,Full Professor,Medicine,STEM
217239,2,0,True,True,True,False,1.0,1.0,3.0,Assistant Professor,Biology,STEM
217257,3,1,True,True,False,True,1.0,2.0,4.0,Associate Professor,Sociology,Non-STEM
217333,1,1,True,True,True,False,1.0,,,Full Professor,Business,Non-STEM
217349,1,0,True,False,True,True,0.0,2.0,7.0,Full Professor,Biology,STEM
217356,1,0,False,True,False,True,0.0,3.0,9.0,Associate Professor,Psychology,Non-STEM
217397,4,3,False,True,True,True,1.0,1.0,2.0,Full Professor,Medicine,STEM
217418,2,0,True,True,True,False,0.0,1.0,3.0,Full Professor,Business,Non-STEM
217449,1,1,False,True,False,True,,2.0,5.0,Associate Professor,Mathematics,STEM
217475,2,0,False,True,True,True,1.0,1.0,2.0,Associate Professor,Engineering,STEM
217478,2,1,False,True,False,True,1.0,2.0,5.0,Associate Professor,Business,Non-STEM
217505,0,0,False,False,False,True,0.0,3.0,7.0,Associate Professor,Computer science,STEM
217545,1,0,False,True,True,True,0.0,1.0,2.0,Associate Professor,Engineering,STEM
217588,0,0,False,True,True,True,0.0,2.0,6.0,Associate Professor,Sociology,Non-STEM
217640,0,0,False,True,True,True,0.0,1.0,4.0,Full Professor,Mathematics,STEM
217646,2,0,True,True,True,False,0.0,3.0,10.0,Full Professor,Business,Non-STEM
217663,3,0,False,False,False,True,0.0,3.0,8.0,Associate Professor,Engineering,STEM
217696,3,3,True,False,True,True,0.0,1.0,3.0,Full Professor,Philosophy,Non-STEM
217698,1,1,False,True,True,True,0.0,1.0,3.0,Full Professor,Chemistry,STEM
217708,3,0,True,True,True,False,0.0,2.0,5.0,Full Professor,Medicine,STEM
217718,2,0,True,True,False,True,1.0,1.0,4.0,Associate Professor,Sociology,Non-STEM
217765,3,2,True,True,True,False,0.0,2.0,5.0,Full Professor,Biology,STEM
217801,4,1,True,True,True,False,0.0,2.0,6.0,Associate Professor,Biology,STEM
217807,1,0,True,True,True,False,0.0,3.0,8.0,Full Professor,Psychology,Non-STEM
217816,3,1,False,True,True,True,0.0,2.0,5.0,Full Professor,Biology,STEM
217868,4,0,True,False,True,True,0.0,,,Full Professor,Business,Non-STEM
217870,3,1,True,True,True,False,,2.0,7.0,Associate Professor,Chemistry,STEM
217917,1,0,True,True,False,True,0.0,1.0,3.0,Full Professor,Business,Non-STEM
217942,1,0,False,False,True,True,0.0,1.0,2.0,Full Professor,Mathematics,STEM
217952,1,0,True,True,True,False,1.0,1.0,3.0,Associate Professor,Medicine,STEM
218009,1,0,False,True,True,True,1.0,2.0,6.0,Associate Professor,Mathematics,STEM
218041,2,1,True,True,True,False,0.0,3.0,8.0,Associate Professor,Physics,STEM
218056,1,0,False,False,True,True,1.0,1.0,3.0,Full Professor,Computer science,STEM
218061,1,0,False,False,True,True,0.0,1.0,2.0,Associate Professor,Mathematics,STEM
218079,2,2,True,True,False,True,0.0,2.0,7.0,Full Professor,Economics,Non-STEM
218156,2,1,False,False,True,True,0.0,2.0,6.0,Full Professor,Medicine,STEM
218164,1,1,True,True,True,False,0.0,2.0,4.0,Full Professor,Economics,Non-STEM
218191,2,0,False,True,False,True,0.0,2.0,6.0,Full Professor,Sociology,Non-STEM
218195,0,0,False,False,False,True,0.0,2.0,6.0,Associate Professor,Psychology,Non-STEM
218212,1,1,True,False,True,True,0.0,,,Full Professor,Computer science,STEM
218283,4,4,True,False,True,True,0.0,1.0,2.0,Full Professor,Physics,STEM
218287,1,1,True,True,True,False,0.0,1.0,4.0,Full Professor,Sociology,Non-STEM
218295,3,1,True,False,True,True,1.0,3.0,8.0,Full Professor,Physics,STEM
218330,2,0,True,True,False,True,0.0,2.0,5.0,Full Professor,Engineering,STEM
218341,0,1,False,True,False,True,0.0,3.0,9.0,Full Professor,Economics,Non-STEM
218352,3,2,True,False,True,True,1.0,1.0,2.0,Full Professor,Sociology,Non-STEM
218370,2,0,False,True,True,True,0.0,3.0,7.0,Associate Professor,Biology,STEM
218401,3,0,False,True,True,True,1.0,3.0,10.0,Full Professor,Biology,STEM
218426,0,0,False,True,True,True,0.0,2.0,5.0,Assistant Professor,Engineering,STEM
218446,0,0,False,False,True,True,1.0,3.0,8.0,Full Professor,Psychology,Non-STEM
218540,2,1,False,False,False,True,0.0,2.0,7.0,Full Professor,Biology,STEM
218570,2,1,False,True,True,True,0.0,3.0,7.0,Full Professor,Biology,STEM
218586,1,0,False,True,False,True,1.0,2.0,7.0,Associate Professor,Sociology,Non-STEM
218648,2,1,False,True,True,True,1.0,3.0,9.0,Full Professor,Biology,STEM
218655,2,0,False,True,True,True,1.0,2.0,5.0,Associate Professor,Sociology,Non-STEM
218685,3,2,True,True,True,False,0.0,1.0,1.0,Full Professor,Psychology,Non-STEM
218754,1,0,False,True,True,True,,3.0,8.0,Associate Professor,Engineering,STEM
218843,1,1,False,True,True,True,0.0,,,Full Professor,Computer science,STEM
218950,5,1,True,True,False,True,0.0,3.0,9.0,Full Professor,Psychology,Non-STEM
218951,1,1,False,True,True,True,0.0,2.0,6.0,Associate Professor,Psychology,Non-STEM
218953,2,0,False,True,True,True,1.0,,,Full Professor,History,STEM
218992,2,0,False,True,True,True,1.0,1.0,2.0,Full Professor,Psychology,Non-STEM
219010,1,1,False,True,True,True,0.0,1.0,4.0,Full Professor,Economics,Non-STEM
219022,4,0,True,True,False,True,0.0,1.0,1.0,Full Professor,Psychology,Non-STEM
219024,4,4,True,True,True,False,0.0,1.0,2.0,Full Professor,Chemistry,STEM
219037,5,4,True,True,True,False,0.0,1.0,1.0,Full Professor,Biology,STEM
219070,1,3,True,False,True,True,1.0,1.0,1.0,Full Professor,Medicine,STEM
219076,1,0,False,True,True,True,1.0,,,Full Professor,Business,Non-STEM
219140,3,2,True,True,True,False,0.0,3.0,8.0,Full Professor,Chemistry,STEM
219218,2,0,True,True,True,False,0.0,,,Associate Professor,Computer science,STEM
219258,3,1,True,True,True,False,0.0,2.0,5.0,Full Professor,Chemistry,STEM
219279,3,0,False,True,True,True,1.0,,,Full Professor,Business,Non-STEM
219332,0,0,False,False,True,True,1.0,,,Associate Professor,Psychology,Non-STEM
219361,0,0,True,True,False,True,0.0,2.0,6.0,Full Professor,Computer science,STEM
219413,3,1,False,True,True,True,1.0,1.0,3.0,Full Professor,Sociology,Non-STEM
219425,1,1,True,True,True,False,1.0,3.0,8.0,Associate Professor,Psychology,Non-STEM
